TYPE,TRACE,A,B,C

DATE & TIME,07Nov2008 12:49AM WST
INSTRUMENT,86142A,SN US38380435,REV B.04.02
792,-41.721,-48.670,-48.659
793,-41.858,-48.712,-48.677
794,-41.762,-48.264,-48.191
795,-41.468,-47.998,-47.938
796,-41.584,-48.498,-48.447
797,-42.029,-48.778,-48.687
798,-41.640,-48.406,-48.197
799,-41.430,-48.061,-47.978
800,-41.739,-48.390,-48.192
801,-42.021,-48.813,-48.739
802,-41.441,-48.416,-48.409
803,-41.435,-47.902,-47.796
804,-41.560,-47.980,-47.999
805,-41.682,-48.369,-48.480
806,-41.585,-48.360,-48.512
807,-41.623,-47.998,-48.129
808,-41.509,-47.808,-47.939
809,-41.525,-48.295,-48.428
810,-41.701,-48.750,-48.847
811,-41.447,-48.260,-48.319
812,-41.400,-47.775,-47.851
813,-41.363,-48.125,-48.277
814,-41.820,-48.617,-48.780
815,-41.541,-48.172,-48.399
816,-41.320,-47.816,-48.041
817,-41.354,-47.878,-48.129
818,-41.654,-48.255,-48.581
819,-41.526,-48.156,-48.528
820,-41.285,-47.708,-48.024
821,-41.371,-47.704,-47.972
822,-41.492,-47.890,-48.250
823,-41.449,-48.258,-48.578
824,-41.327,-47.984,-48.271
825,-41.313,-47.672,-47.907
826,-41.267,-47.946,-48.154
827,-41.571,-48.487,-48.759
828,-41.469,-48.065,-48.385
829,-41.317,-47.712,-47.965
830,-41.256,-47.741,-48.003
831,-41.553,-48.471,-48.720
832,-41.416,-48.360,-48.668
833,-41.337,-47.832,-47.999
834,-41.302,-47.898,-47.856
835,-41.544,-48.380,-48.448
836,-41.771,-48.767,-48.698
837,-41.400,-48.424,-48.271
838,-41.251,-48.113,-47.988
839,-41.269,-48.273,-48.063
840,-41.635,-48.664,-48.565
841,-41.376,-48.539,-48.534
842,-41.404,-48.148,-48.090
843,-41.356,-48.050,-47.960
844,-41.485,-48.527,-48.583
845,-41.471,-48.775,-48.670
846,-41.296,-48.212,-48.085
847,-41.210,-47.983,-47.842
848,-41.307,-48.562,-48.403
849,-41.548,-48.986,-48.870
850,-41.266,-48.348,-48.179
851,-41.209,-48.060,-47.976
852,-41.203,-48.174,-48.112
853,-41.581,-48.601,-48.652
854,-41.433,-48.316,-48.419
855,-41.336,-48.017,-48.048
856,-41.206,-47.984,-47.941
857,-41.308,-48.242,-48.306
858,-41.497,-48.494,-48.627
859,-41.248,-48.191,-48.277
860,-41.250,-47.831,-47.861
861,-41.397,-47.916,-48.097
862,-41.606,-48.522,-48.643
863,-41.265,-48.352,-48.420
864,-41.182,-47.910,-48.054
865,-41.129,-47.781,-47.977
866,-41.385,-48.345,-48.613
867,-41.336,-48.370,-48.680
868,-41.261,-47.646,-47.977
869,-41.141,-47.607,-47.864
870,-41.217,-48.048,-48.450
871,-41.403,-48.324,-48.766
872,-41.173,-48.104,-48.366
873,-41.178,-47.760,-47.977
874,-41.109,-47.871,-48.121
875,-41.416,-48.510,-48.697
876,-41.291,-48.272,-48.501
877,-41.176,-47.914,-48.068
878,-41.073,-47.754,-47.986
879,-41.282,-48.245,-48.485
880,-41.521,-48.633,-48.792
881,-41.257,-48.143,-48.316
882,-41.162,-48.009,-47.930
883,-41.222,-48.550,-48.290
884,-41.560,-49.042,-48.840
885,-41.284,-48.555,-48.550
886,-41.192,-48.131,-48.019
887,-41.165,-48.320,-48.032
888,-41.330,-49.105,-48.553
889,-41.339,-49.063,-48.637
890,-41.269,-48.480,-48.336
891,-41.263,-48.164,-48.130
892,-41.264,-48.295,-48.250
893,-41.401,-48.868,-48.687
894,-41.215,-48.539,-48.340
895,-41.211,-48.068,-47.999
896,-41.018,-48.101,-48.094
897,-41.345,-48.809,-48.706
898,-41.373,-49.058,-48.866
899,-41.263,-48.776,-48.413
900,-41.052,-48.296,-48.003
901,-41.214,-48.582,-48.437
902,-41.511,-48.844,-48.855
903,-41.116,-48.451,-48.521
904,-41.056,-48.040,-48.104
905,-41.107,-47.893,-48.007
906,-41.420,-48.424,-48.610
907,-41.155,-48.268,-48.565
908,-41.133,-47.915,-48.104
909,-41.066,-47.653,-47.896
910,-41.100,-48.067,-48.269
911,-41.287,-48.578,-48.693
912,-41.148,-47.998,-48.141
913,-41.038,-47.812,-47.959
914,-41.002,-47.985,-48.159
915,-41.276,-48.319,-48.652
916,-41.072,-48.128,-48.564
917,-41.015,-47.635,-48.093
918,-40.853,-47.561,-47.909
919,-41.041,-48.052,-48.449
920,-41.232,-48.357,-48.793
921,-41.072,-48.234,-48.591
922,-41.009,-47.766,-47.989
923,-41.019,-47.816,-48.047
924,-41.381,-48.430,-48.650
925,-41.100,-48.244,-48.468
926,-40.951,-47.968,-48.200
927,-40.945,-47.605,-47.850
928,-41.106,-48.063,-48.377
929,-41.165,-48.454,-48.799
930,-41.010,-47.974,-48.291
931,-41.080,-47.718,-48.029
932,-40.961,-47.932,-48.075
933,-41.179,-48.501,-48.717
934,-41.079,-48.543,-48.596
935,-40.930,-48.278,-48.047
936,-40.747,-48.195,-47.931
937,-40.965,-48.732,-48.446
938,-41.094,-49.128,-48.770
939,-40.980,-48.808,-48.524
940,-40.835,-48.237,-47.949
941,-40.931,-48.260,-48.060
942,-41.141,-48.547,-48.505
943,-40.986,-48.612,-48.430
944,-40.893,-48.341,-48.261
945,-40.755,-47.977,-47.925
946,-40.954,-48.591,-48.264
947,-40.945,-48.898,-48.513
948,-40.820,-48.748,-48.303
949,-40.896,-48.408,-48.076
950,-40.861,-48.232,-47.941
951,-41.076,-48.859,-48.605
952,-40.882,-48.723,-48.532
953,-40.892,-48.023,-48.028
954,-40.702,-47.830,-47.834
955,-40.700,-48.226,-48.280
956,-40.895,-48.488,-48.584
957,-40.787,-48.032,-48.184
958,-40.699,-47.629,-47.698
959,-40.645,-47.975,-47.992
960,-41.024,-48.406,-48.489
961,-40.839,-48.110,-48.255
962,-40.661,-47.713,-47.785
963,-40.539,-47.570,-47.719
964,-40.617,-47.906,-48.150
965,-40.721,-47.894,-48.201
966,-40.565,-47.687,-48.057
967,-40.550,-47.394,-47.732
968,-40.586,-47.392,-47.842
969,-40.942,-47.948,-48.430
970,-40.683,-47.975,-48.427
971,-40.727,-47.952,-48.180
972,-40.614,-47.636,-47.851
973,-40.702,-47.788,-48.093
974,-40.817,-48.188,-48.569
975,-40.568,-47.866,-48.183
976,-40.533,-47.551,-47.844
977,-40.426,-47.425,-47.763
978,-40.727,-48.159,-48.528
979,-40.822,-48.127,-48.487
980,-40.538,-47.432,-47.829
981,-40.362,-47.287,-47.663
982,-40.640,-47.655,-47.954
983,-40.818,-48.263,-48.437
984,-40.590,-48.304,-48.126
985,-40.495,-48.133,-47.747
986,-40.314,-47.906,-47.700
987,-40.475,-48.231,-48.273
988,-40.493,-48.481,-48.494
989,-40.373,-48.230,-48.147
990,-40.299,-47.993,-47.785
991,-40.256,-48.033,-47.858
992,-40.463,-48.399,-48.274
993,-40.405,-48.278,-48.210
994,-40.409,-47.910,-47.818
995,-40.276,-47.856,-47.563
996,-40.470,-48.361,-47.891
997,-40.582,-48.729,-48.383
998,-40.223,-48.285,-48.027
999,-40.351,-47.777,-47.514
1000,-40.253,-47.830,-47.483
1001,-40.253,-48.348,-48.087


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001795CW00lq1Dy4zi7Ra6Ced(8nmO7pucpmtYVQMtjoZV,ZyJ94ffi1jqHf6DR86Kd2HJ8GFMWgr9GThA)k0h8(dTXl9BVOFvPE6,Z05Q6zy7peL)oMsctgUNsEcn5AB5Tk5)odlAAo5(I8Un16X9HiyzFU,ZxuNZgygcnA4OOZHG3HjAHrOOb(tJewgIHipp4csu6qjBx7Sr7Umd(,Zdwt780Fy11CGnDUi7Zc)8DpDzK1YA48UnHSyWFuUZxeaKeescA3OO,Z3UO3zDZjDO8jWrJUn3F8RTWYCTD8SXAPC4WWLGtaQtoCXMZNhQBBU,Z1h8S77g5aePp7JaKU6GdmWTk)jEu2VCcI077CzmGxGFlxZku)uloO,ZHyG3kpUcCXQriKsAW8Ca9hu54g04rLYfR7EP)emV5SAwHszobzsaq,ZJYbrafS(ND5Y4ntKyWy(zcbOeY4BfNAbvcD3oN)5zMCL65pbH1GTQ,ZFCNZRQ0lgJ(5oZ6KZpfv1qV5wydNLDApwg9038sD2pOleXlM6)dXF,ZQMvz6kfZlhv6L33yuHLfnrS0IH1gRtwKIs0vr4zoaGqfbLtC7zdRK,Zs83N)0ApBnLszUDSS1PzU3zBpzsgw2x2l5ExDDwhChntKUNW3BJRZ,ZeYE1tm1qvVUqT8mYlbhogNyf6tJ3a4E5e2P4Vf78NiL2MOiNGo127,Z)Cm5ndg8Wg)e)W8IfOkMLuIMv7q2KIcPS9G8H(qXyneTSu716TbH2,ZR)OP)JmYCCo0z5NWJnoxKLH7Ic52tg5Z4W5iacT0yRlohkXw6AEGN,ZZuhY0estIrns(qKhzD8IFoyuf81YyaKXrBThSpa8hY3N)Jw6Mdf7r,Z(c2DyEzw9C(KMY0GHEYo9hFblDkN6YsNhM0t5IYXz9MRf1IOQ1AHm,Z9PbyW14GSwzzmTTUMony7SBzT0kvtQTedhTuGFs08j)e83nDz(mTh,Z48u(GvlgLD9YPq175NGRpJMT8mX4K4mBehi5I638YgB)O8gjn(p87,ZjE6roT9F0w4sUgQtUsG4aNTQgImwJ9h3vJb30CXT1M9W31ArjBDPA,ZDVOwmWhkpiuq0nyD69RcG2NgibSiA2m5GfRwuYU1IgBwuVLA6hAgS,Zzxnd0)wIOE187QmohN78Z)yiSd94eW7GWkPppIEYWXcqNZ3WpAhrf,Znpl7BK2Hq6rF8KS4e0rIjLnM5XKWb)T)W82SZaqBxYreRS8sKia2Z,ZkBhTMisybDqjOL4ojNTXuSBuV07OMaMA2dlCVuzgtOk5uceGhCGXr,Zskgm(WJaAPAIJ0P5E2ELsNwM(7Z1FptJx1Rl4K)y9R4Ns0chA4m1W,ZRQ6mAgqvoSEfhBWYACBq8ukjaSB7KwEVWg1(2VkIlbO9I)69R8H3b,ZOep6veQD8FAwB4KKxuEuIVE886WFLge59eVQkpDFK3ITly0HGaW9k,ZVw82HVV5x59nuTkPmu7KS5HfbtKh3UP97(sfV1wHk3Pd9eQV073RV,Z3L7OuDZDkGfHGdrOKc0XOcgOTxh6(WblPo2SpFrE3vlSCdpCOAo7M,Zp(JeEAuUmYMi3M7Kxw(M0Y4)77XdjVNSm5ZAmi44GsPt0oeD52XI3,ZfBoTBrOFR5AXfJ7jWWNXFRZS8nvvlMwjPji4IvYvs3rVoNzHQnu1e,ZWO(PX7KT4FT(ma3BiTbay0VC)ENTqzMvCahrYeYyYrYgRgYDhqi2J,Zzm4D8ATqbXYhjjaSBzPEcxGs9zckYWLSCXW4A68Oqul2iXdFJI6Xc,Zn4pzUlUlvmI1hd0sVzpp(ACchcau0Wo7IdMdTDAWHwb3oCcfjWtCV,ZMg(ybU(d(MUIs0CIg675TxcD3mpyZ(mk91mOAe(l5Z3aRyKTvKaUg,Zhj9LRGR2vpL2Otvb5A1oG74kZDBJ1hQKOqOPwXh7p2o(dKK7Wbe5d,Zbp2GFHncioQyePG92aF5SMTedLroVEdzQ(4bg8YasxlCrAJAaq(sy,ZvOWI2xZ5e(nui2x95Lyl9vrGaPLpRJl1Jgqp3a0lnZxr9EXCzUGIG,Z2fO3jotvgd1LBOqaN44Q0vkziw(PIPVZYNkGwUThrV46c1D9dmexL,Zl0ud(DxDWicDHQsIsj1BZ1KKYyAwiWH2Ztsy3CaHgvEJj50t2TsV1,Z17U88shAe9U5tWabbs0M0JoZJ4VZszvEjE(YsKVkQ4o8UKGV6yWXn,Zco1wn04eF208OSrJtSqdy6XZut60HuRFnJ6ACv2EH(onlC5ndrpk),Z9ZU1os0kPnLf0D)Us)ab3eshEMzjgOlWOpSBSuz7PyARXDz4Pl8nl,ZsZHpFimUd03g01cCgtIf881CZZtOXrfPZ0MpcEStYRe(AN(YPASmT,Z3RN0W4oSCizE2fwXmB69VP(tbXdHp7reaWN2uxkB8m)vqO0KHI420,Zv0JKHIzli3RQ)rsk3LJSR300

